name	RADeg	decDeg	true_M500	true_fixed_y_c	fixed_y_c	fixed_err_y_c	fixed_SNR	redshift	redshiftErr	template	tileName
MOCK-CL J2358.6-0728	359.6666666667063	-7.483333333330342	1.3256766995859226	0.2258802837976835	0.3512242017147295	0.07501418737823043	4.682103665854773	0.045	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0131.8-0318	22.966666666696995	-3.2999999999986804	2.0767076678017333	0.44714068273538	0.4121858262333964	0.07372533761867067	5.590829958152837	0.07500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0043.2-0351	10.816666666701849	-3.85833333333179	1.1711795818184683	0.2692792301520158	0.45716670167376106	0.07564533317733242	6.043554605041436	0.08499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0051.4-0424	12.850000000034356	-4.39999999999824	3.630013425122117	0.8362237568985909	0.8228163890055338	0.07493912515681712	10.979797099094947	0.095	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0152.6-0313	28.16666666669491	-3.23333333333204	1.6727270381739485	0.4066114261779505	0.39888438519656977	0.07405358934448844	5.386428783904144	0.10500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0030.1-0640	7.533333333369853	-6.683333333330661	1.7418622560522448	0.4238005158799775	0.38698090841978444	0.08036366166959168	4.815371778488932	0.10500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0039.3-0619	9.841666666702281	-6.333333333330801	0.9574012002996405	0.22603151582198666	0.2934567299404786	0.06955352194368125	4.219149825052654	0.10500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0120.0-0355	20.00000000003152	-3.9249999999984304	1.368037901171298	0.33451673309332397	0.4989071365114562	0.0776160532801487	6.427885926004152	0.11499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2352.4-0433	358.116666666707	-4.549999999998181	1.706237273415417	0.4276827076503699	0.33665387696974347	0.07711037464397655	4.365870072919443	0.125	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0103.9+0025	15.98333333336646	0.41666666666650004	0.8549795509878875	0.1985341422212797	0.34237480587289953	0.08474974277866484	4.039832979399791	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0119.9-0543	19.98333333336484	-5.724999999997711	1.243388146006249	0.3040955095528318	0.4477398184051661	0.08555777319731099	5.233186906028991	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2348.7-0418	357.20000000004063	-4.3083333333316105	1.0302778182592123	0.24594407654729744	0.5514625324112176	0.07463383020245723	7.388908366558164	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0025.1-0034	6.275000000037039	-0.5833333333331001	0.9012711615309572	0.21100116978605127	0.40312997297569025	0.07741367686281786	5.207477403380066	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0050.9+0113	12.72500000003447	1.22499999999951	1.2804357914212714	0.3142387630703738	0.4283058928073004	0.09299559449863604	4.605657882143894	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0111.7+0057	17.93333333336568	0.9666666666662801	1.466074745357343	0.36578469888010273	0.5833556311999699	0.08319278323459432	7.012094180753304	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0217.2-0118	34.308333333359116	-1.2999999999994802	1.6345662070949587	0.41294451776867525	0.42201256538492526	0.07465083417338089	5.653152708311023	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0207.4-0643	31.850000000026796	-6.72499999999731	0.9850711000775234	0.23236109085759493	0.32519124160593815	0.0779201719566649	4.173389681259847	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0128.8-0633	22.20833333336398	-6.549999999997381	1.4890135815097263	0.3720262743987941	0.34767462334542804	0.07914191681312828	4.393052851706453	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0059.2-0506	14.816666666700257	-5.108333333331291	2.029785241127554	0.526295358797831	0.6490465870486134	0.07219146044216483	8.990628296938082	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2345.1-0527	356.300000000041	-5.4499999999978215	0.9601612720220378	0.22374846024789685	0.31104003158087645	0.07201165824747535	4.319301056947695	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0048.3-0733	12.083333333368046	-7.558333333330312	1.222904405921014	0.29523218407041124	0.324683090217527	0.07098823427687961	4.573759208478779	0.165	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0240.2+0216	40.05833333335684	2.2749999999990904	1.5434642423447478	0.38679050514839686	0.4934315261496352	0.10158965076370838	4.857104266430921	0.165	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2352.3-0034	358.0833333333736	-0.57499999999977	0.7881944268238528	0.172368435918163	0.4071408319982123	0.07781747398505312	5.231997534081026	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0237.9+0149	39.475000000023755	1.8333333333326	2.089015728515028	0.5455330521359921	0.6246294199003665	0.09265101201013368	6.741744168234749	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0012.2-0249	3.050000000038267	-2.8333333333322006	1.7173473914272315	0.43620796833539016	0.32426556319114447	0.07669601182415775	4.227932528416128	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0201.5+0026	30.37500000002737	0.44166666666649	1.2522583183426488	0.3015995639447255	0.3434550307665985	0.08357464755708817	4.109560025748134	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0127.2+0155	21.800000000030792	1.9249999999992302	0.24459085690759214	0.038170198054477585	0.3844898204401343	0.09535177025496348	4.032330175014447	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2327.1+0200	351.8000000000428	2.0083333333325304	4.882136289668281	1.3711114944167435	1.1320181581754627	0.09460155963139964	11.966168027104379	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2339.3-0312	354.8333333333749	-3.1999999999987203	1.9328437196583526	0.4994700763065953	0.593215007213143	0.07654830246070349	7.749551435417831	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0228.4+0325	37.116666666691344	3.4166666666653005	1.7426307171772304	0.44360837224206534	0.5052500372828529	0.11736571431775787	4.304920224955396	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2329.2+0033	352.3000000000426	0.56666666666644	0.9338450838279909	0.21210182207055903	0.5168751338994698	0.08398472924284422	6.154394239992257	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0251.0-0131	42.75833333335575	-1.5249999999993904	1.2283911011737632	0.2925414397761755	0.34953735634427185	0.07277009610312131	4.803310357718207	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2336.1-0439	354.0500000000419	-4.658333333331471	6.604172143164386	1.8971255994226546	1.8778278478945607	0.07760666024104157	24.196735719101188	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2335.9-0659	353.9916666667086	-6.991666666663871	6.232069283991131	1.7877898569463926	1.9096935790551444	0.06924204328519767	27.57997148046889	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0228.6-0718	37.15000000002465	-7.30833333333041	1.4267578268006362	0.3497409800592013	0.43312493174629396	0.07451286414391489	5.81275376705091	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0019.6-0554	4.908333333370933	-5.908333333330971	1.9844805051133916	0.514174202110199	0.4607742147190741	0.07650648557861668	6.022681753504294	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0112.2-0503	18.0500000000323	-5.0666666666646405	1.056679073085931	0.24387728712621012	0.3381912379305802	0.07601033729159777	4.449279531982343	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0107.0-0128	16.76666666669948	-1.4749999999994101	1.5098346171243913	0.37394394434029155	0.47964533122890424	0.08304181940992371	5.775949210134785	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0042.3-0632	10.583333333368614	-6.54166666666405	0.66501648396491	0.1373892843867366	0.3118642964666197	0.07676630181444948	4.0625155712257905	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0049.8-0307	12.45000000003455	-3.1249999999987503	0.7446317174811338	0.156045440667638	0.33156005831365587	0.07425054037997911	4.465422832169146	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0007.8-0444	1.9666666667054074	-4.741666666664771	2.0578888463167724	0.5352156119176653	0.6896890075142632	0.07611152049706556	9.061558657744248	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0052.9+0135	13.225000000034242	1.5916666666660302	2.5139401255235447	0.6736453902735554	0.5139250928214588	0.09483310097598173	5.419258545089862	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2346.3+0038	356.6000000000409	0.64166666666641	1.0110308080757608	0.22860631779309923	0.36683459888698666	0.08726538272889284	4.203666877009304	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2345.4-0623	356.375000000041	-6.39166666666411	2.415174608765697	0.6435410937575158	0.6976424899352893	0.07533359301933343	9.26070909370071	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0020.1-0424	5.041666666704202	-4.39999999999824	1.633855826190679	0.4083937171939637	0.4235585279058064	0.07866126713480473	5.384588163065546	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2358.6-0552	359.6666666667063	-5.874999999997651	1.2711081267284756	0.30237764035893	0.35900772428039107	0.07835446832206153	4.581841112171885	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0006.9-0618	1.7416666667054983	-6.30833333333081	3.9381833723546995	1.1108071441235714	1.2355980241865694	0.0719939963978455	17.162514737458665	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0138.9-0522	24.733333333362964	-5.374999999997851	2.2491387524202064	0.5930749258535677	0.5172974915708521	0.07755257601925337	6.670281222411318	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2325.6+0013	351.4083333333763	0.22499999999991002	1.1932045196324073	0.28004207827237027	0.39878139363291115	0.08466793800764297	4.709945736447641	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0125.6-0254	21.416666666697637	-2.8999999999988404	0.9658253315641525	0.21352066435473566	0.3969936487275471	0.07663411028111967	5.180377866608498	0.20500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0251.0-0146	42.766666666689076	-1.7749999999992903	1.7186698644494018	0.4315078754719766	0.3642931771370564	0.07091119083462127	5.1373157445156865	0.20500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0115.0-0219	18.766666666698683	-2.3249999999990703	6.702963106697443	1.976132365256828	1.8453423677039755	0.07579621525401975	24.346101735021794	0.20500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0116.0+0206	19.000000000031918	2.10833333333249	2.345388460702154	0.6217525173732397	0.6689240649465936	0.09955294974692096	6.719279204153191	0.20500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0139.9-0204	24.975000000029524	-2.07499999999917	1.3012416747013893	0.3085432519628393	0.34876099968547813	0.07665305862391794	4.5498641012695975	0.20500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0237.2-0258	39.308333333357126	-2.96666666666548	4.829841618778642	1.404973701088218	1.6949776851532496	0.07322952541402632	23.146096817781576	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0125.1-0024	21.28333333336434	-0.39999999999984004	2.1770492664330363	0.5687369476523034	0.48419590661761785	0.07908655065493539	6.122354592631379	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0020.0-0537	5.016666666704168	-5.62499999999775	1.9717075852047443	0.5058275353679683	0.6022879716970159	0.07769847065566107	7.751606519595421	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0137.1+0104	24.283333333363146	1.0833333333329	1.0547762912670582	0.23570106001047836	0.386639248264406	0.08417537516256196	4.5932583908027365	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0022.9-0554	5.741666666703907	-5.908333333330971	1.4723385924731118	0.35591267795224857	0.496811292053253	0.07545929535733127	6.58383158364578	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0110.6+0215	17.65833333336579	2.25833333333243	4.059312197528941	1.1603265611874118	0.9712169241016066	0.09616613952771756	10.099364795876793	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0141.6-0317	25.416666666696017	-3.2916666666653502	1.6304865923850878	0.4028194600974525	0.6642440251338603	0.07733610660266613	8.589054379820055	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0006.5-0615	1.625000000038881	-6.249999999997501	1.746083302450662	0.4374671524133288	0.5048831366587482	0.07237933446955565	6.975515046647924	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0227.3-0234	36.8250000000248	-2.56666666666564	1.531446168409794	0.37337158796771913	0.371930336196363	0.07434325266129094	5.002879520094226	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0043.2-0131	10.808333333368523	-1.5166666666660602	1.6167409005672397	0.39871870154240807	0.44043844886969613	0.07920800718977915	5.560529351715965	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0028.8-0430	7.200000000036653	-4.508333333331531	3.815414507888645	1.08294100476093	0.8262337782647308	0.0771724103436097	10.706336300575943	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0239.3-0016	39.84166666669026	-0.26666666666656	2.4295164610263895	0.6467936603843598	0.5660745268383939	0.07706756504375906	7.345172077474825	0.215	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0017.1-0258	4.283333333371161	-2.98333333333214	1.9374510458054	0.4932136114840809	0.551153905645828	0.07366283621529275	7.482116274141043	0.225	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0041.6-0156	10.40000000003539	-1.94166666666589	0.9145319385587241	0.19448523815497695	0.32198411880166194	0.07707443664737251	4.177573431704589	0.225	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0112.9-0147	18.241666666698904	-1.7916666666659502	2.3390695939245134	0.6173071324612275	0.9458969831370194	0.0766680687915867	12.337561100023676	0.225	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0251.3-0127	42.825000000022385	-1.4583333333327502	1.1958195745824522	0.2729555836696232	0.2995414929681446	0.07277009610312131	4.1162717793263495	0.225	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0205.8-0431	31.458333333360258	-4.52499999999819	1.2566008189664188	0.29037968802295233	0.29298487872163526	0.07202344727406017	4.067909685116616	0.225	0.0	Arnaud_M2e14_z0p4	PRIMARY
