name	RADeg	decDeg	true_M500	true_fixed_y_c	fixed_y_c	fixed_err_y_c	fixed_SNR	redshift	redshiftErr	template	tileName
MOCK-CL J2348.3-0351	357.08333333337407	-3.8499999999984604	1.8324211638008678	0.24774539772813023	0.4814900267148105	0.07837402255046265	6.143490037209635	0.035	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0011.2+0043	2.816666666705032	0.7249999999997101	1.6746640044991972	0.3835741350308061	0.5454149076267989	0.09407273871244369	5.79779982056218	0.08499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2354.1-0654	358.5500000000401	-6.908333333330571	2.1391781043941704	0.4853224474341945	0.7132131217578823	0.07611950756521249	9.369649707032906	0.08499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0210.1+0102	32.52500000002652	1.0416666666662502	1.963189691179357	0.464882536845776	0.6727375672278341	0.08804023674590139	7.641251228906453	0.095	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0124.7-0629	21.191666666697728	-6.491666666664071	1.187452723414271	0.2800065439872155	0.31911567048138256	0.07405131324453083	4.309385701609434	0.095	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0241.2-0404	40.32500000002338	-4.083333333331701	1.44885864526809	0.350596481348208	0.3892306501265795	0.07205771180296412	5.401651542737003	0.10500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0224.2+0122	36.05000000002511	1.3833333333327802	1.4565057347662256	0.3525184698078639	0.412077121198242	0.08436520307912578	4.884444132870238	0.10500000000000001	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0009.5-0048	2.391666666705248	-0.7999999999996801	1.5241793153551797	0.3752122163963764	0.3463964863443325	0.082729489355155	4.187098083698591	0.11499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0025.8-0440	6.466666666703645	-4.67499999999813	3.31467708502391	0.8272115691843317	0.7397458838527342	0.07400858966232021	9.995405766114185	0.11499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0132.1+0323	23.03333333336363	3.3916666666653104	1.5511719730733828	0.38223143694303785	0.5962952937406208	0.11181531510238668	5.332858859223418	0.11499999999999999	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0234.3+0249	38.600000000024096	2.8333333333322006	1.3842448486641814	0.3426926143868777	0.5330133106547802	0.10765577326770333	4.9510889613821005	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0112.6+0048	18.15833333336559	0.7999999999996801	0.7269243673567317	0.16431208300555203	0.3834642618551659	0.09072598801567963	4.226619849969493	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0134.7-0403	23.691666666696733	-4.049999999998381	0.6182650272208453	0.1356804615106309	0.4182010703199327	0.08066930759555534	5.184141066595376	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0004.3+0101	1.0916666667057484	1.01666666666626	1.5197072559200973	0.3798664629337772	0.42297191587537114	0.08279974646340725	5.1083721139448235	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0123.3-0639	20.825000000031196	-6.64999999999734	4.572471142240567	1.1960187589346645	1.2631271422710075	0.07384768910178693	17.10449111725072	0.135	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0112.2-0110	18.0500000000323	-1.1749999999995302	1.82393419934147	0.4660315204032288	0.4858376112997444	0.07728144763373461	6.286600810097511	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2358.3-0454	359.6000000000397	-4.90833333333137	1.2904663454333896	0.31679070819242205	0.31753232878011495	0.07679362523639699	4.134878745503186	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0215.7+0318	33.933333333359286	3.30833333333201	1.8107386120460331	0.46233095490278725	0.7183313927839503	0.109796988114979	6.54235972330786	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0130.6+0216	22.650000000030474	2.26666666666576	3.1247316877372926	0.8288161892680508	0.5139890408660588	0.09843268153678834	5.221731571682926	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0122.3-0339	20.59166666669796	-3.6499999999985406	1.6530562820126016	0.41812530308392537	0.6470659905505308	0.07641085872573163	8.468246546909032	0.14500000000000002	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2332.8-0548	353.21666666670893	-5.799999999997681	0.9230717604287875	0.21355602550300695	0.3382954940765642	0.07829286889728003	4.320897916263697	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0228.1-0412	37.041666666691384	-4.21666666666498	1.3930914393125224	0.34484198860694976	0.35549125051518377	0.07065924752895358	5.031064764304437	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0030.3-0504	7.5916666667031905	-5.083333333331301	4.174704296373366	1.1346443290238957	1.1752630332343121	0.07674473668571948	15.313923586019715	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0047.0-0210	11.75833333336817	-2.1666666666658	1.2246930772539095	0.2973684104420539	0.48586109205556044	0.07823993562513315	6.209886142844504	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0236.7-0505	39.18333333335718	-5.09166666666463	1.734522680966286	0.4419151819332633	0.510250879595142	0.07292585983628655	6.996844202325752	0.155	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0121.1+0100	20.27500000003141	1.00833333333293	2.78383828207381	0.7474803971924537	0.7951557792227484	0.0885642857741508	8.978289298809317	0.165	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2330.1-0103	352.5333333333758	-1.0583333333329101	1.1642784890966587	0.2786727371088253	0.364172909107621	0.07658958149556332	4.754862241004892	0.165	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0153.3-0104	28.341666666694863	-1.0833333333329	1.645304396449365	0.41515824680560165	0.5237313807257367	0.07721226101991749	6.783007955053098	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0033.3-0139	8.333333333369524	-1.6499999999993402	1.878869436552304	0.4835883830833781	0.6202312760143336	0.08499860983519553	7.296957882216015	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0127.8-0209	21.966666666697392	-2.14999999999914	3.277006419582411	0.8980389938384217	0.878232704765779	0.07679104792837142	11.436654772376205	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0156.1-0442	29.025000000027916	-4.699999999998121	1.5395629242607172	0.38437378042241227	0.4394002568691632	0.07754462454140844	5.666418007279482	0.175	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0047.9+0336	11.991666666701406	3.608333333331891	2.1452324829900338	0.5622007662987557	0.6654158554242635	0.11186583544865905	5.948338496337935	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0226.7+0110	36.68333333335818	1.1833333333328602	2.024144665100736	0.5260050893258986	0.7208165344821906	0.09199496940651891	7.8353907733471395	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2342.6-0237	355.65833333337457	-2.6166666666656204	1.1282586352338595	0.2640523314183471	0.3499414904604336	0.07402037208512897	4.727637548997655	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0153.3+0004	28.333333333361537	0.08333333333330001	1.174901579899393	0.27728660628437185	0.4939694280190032	0.07812355632589278	6.322925520164588	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0240.9-0133	40.241666666690094	-1.54999999999938	2.49465888352351	0.6671599522949546	0.8799098436743475	0.07689325264176734	11.44326470065844	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0123.5+0152	20.87500000003118	1.87499999999925	1.8006171079146585	0.459526610327641	0.4034684158843158	0.0929510962595592	4.3406525809836545	0.185	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0220.3-0437	35.07500000002551	-4.633333333331481	2.0895706645889547	0.5447774252311852	0.6290767083772076	0.07220955437295953	8.711820947239904	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2337.6-0006	354.4250000000418	-0.10833333333329001	0.730705387418213	0.15236404713887033	0.47222149706558897	0.08095595455824772	5.833066877444155	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0242.9-0658	40.72500000002324	-6.983333333330541	1.5353686295365916	0.3793298955753256	0.4487463124216874	0.07725462302890425	5.808666133207229	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0146.1-0119	26.54166666669559	-1.3166666666661402	1.2222539842343416	0.28834936739007355	0.4976063130134738	0.07638690008438977	6.51428860791228	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J0245.4+0045	41.375000000022965	0.7666666666663601	2.295267432476789	0.607075913577769	0.5587748584933123	0.09079149414421081	6.1544846657746275	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
MOCK-CL J2347.4+0222	356.85000000004084	2.3666666666657203	1.3683148046505094	0.33048767560928655	0.4789130091222009	0.09738035846114834	4.91796309533274	0.195	0.0	Arnaud_M2e14_z0p4	PRIMARY
